Designator,Mid X,Mid Y,Rotation,Layer
A1,128.165,-53.915,0.0,top
J1,106.84,-72.99,0.0,top
R1,123.952,-87.122,90.0,top
R2,118.872,-87.122,90.0,top
SW1,105.86,-114.75,0.0,top
SW2,105.645,-131.45,0.0,top
SW3,144.325,-131.15,90.0,top
SW4,159.5,-119.94,90.0,top
SW5,159.525,-142.34,90.0,top
SW6,174.675,-131.19,90.0,top
